gateway_txn_id,order_id,merchant_id,payment_method,gateway_name,gross_amount,fee_amount,net_amount,currency,status,customer_name,payer_email,initiated_at,completed_at,settled_at,bank_settlement_ref
PG169300006011372,OD169300006011372,MERCH_DIST_001,E_WALLET,DANA,274000,6476,267524,IDR,SETTLED,Depot Rudi,depot.rudi@email.com,2023-08-01 12:00:00,2023-08-01 12:04:00,2023-08-03 00:04:00,OYIC-PVXP-HWPK-RCSY
PG169300002823625,OD169300002823625,MERCH_DIST_001,QRIS,DANA,254000,8664,245336,IDR,SETTLED,TB Widya,tb.widya@yahoo.com,2023-08-13 22:00:00,2023-08-13 22:05:00,2023-08-15 07:05:00,0OYK-J502-LCQ4-MVB3
PG169300001910556,OD169300001910556,MERCH_DIST_001,QRIS,SHOPEEPAY,332000,7450,324550,IDR,SETTLED,Toko Heri,heri@mail.com,2023-08-23 19:00:00,2023-08-23 19:02:00,2023-08-24 07:02:00,9NRY-ZSPE-WWQV-CDCP
PG169300002134618,OD169300002134618,MERCH_DIST_001,QRIS,SHOPEEPAY,378000,10201,367799,IDR,SETTLED,UD Nina,ud.nina@email.com,2023-08-02 19:00:00,2023-08-02 19:03:00,2023-08-03 23:03:00,Y9MF-UVKH-GG2C-RQ7L
PG169300003655992,OD169300003655992,MERCH_DIST_001,QRIS,SHOPEEPAY,447000,11405,435595,IDR,SETTLED,Warung Vera,vera@email.com,2023-09-03 21:00:00,2023-09-03 21:04:00,2023-09-04 23:04:00,I6S7-28O6-M7PE-CM4N
PG169300004099656,OD169300004099656,MERCH_DIST_001,E_WALLET,SHOPEEPAY,480000,16480,463520,IDR,SETTLED,PT Widya,pt.widya@yahoo.com,2023-08-03 17:00:00,2023-08-03 17:04:00,2023-08-05 01:04:00,ZPUV-LDRE-M92O-SN0S
PG169300002807200,OD169300002807200,MERCH_DIST_001,QRIS,OVO,744000,25656,718344,IDR,SETTLED,PT Indra,pt.indra@email.com,2023-09-03 20:00:00,2023-09-03 20:01:00,2023-09-05 04:01:00,ZEEH-Y0XI-ZOSR-EFTU
PG169300007189841,OD169300007189841,MERCH_DIST_001,E_WALLET,GOPAY,250000,7451,242549,IDR,SETTLED,Kios Widya,kios.widya@email.com,2023-09-05 20:00:00,2023-09-05 20:03:00,2023-09-07 01:03:00,Y9PW-NNVO-TCDL-QKLG
PG169300008417808,OD169300008417808,MERCH_DIST_001,E_WALLET,DANA,604000,18839,585161,IDR,SETTLED,Depot Putra,depot.putra@gmail.com,2023-08-30 15:00:00,2023-08-30 15:05:00,2023-08-31 23:05:00,4ABN-U0KI-0HBU-XW0J
PG169300001216774,OD169300001216774,MERCH_DIST_001,QRIS,GOPAY,333000,9012,323988,IDR,SETTLED,Depot Cecep,depot.cecep@email.com,2023-09-03 20:00:00,2023-09-03 20:05:00,2023-09-04 09:05:00,PK6Z-BZQR-J6GQ-HW3Y
PG169300005792852,OD169300005792852,MERCH_DIST_001,E_WALLET,GOPAY,278000,8246,269754,IDR,SETTLED,Toko Hendra,hendra@email.com,2023-08-15 20:00:00,2023-08-15 20:03:00,2023-08-16 15:03:00,ACF9-WRI3-73RV-0AUN
PG169300003726735,OD169300003726735,MERCH_DIST_001,QRIS,LINKAJA,609000,16441,592559,IDR,SETTLED,Warung Putra,putra@email.com,2023-08-16 20:00:00,2023-08-16 20:03:00,2023-08-18 07:03:00,G9RU-M37T-9CIP-Y5I8
PG169300005339922,OD169300005339922,MERCH_DIST_001,E_WALLET,OVO,410000,6165,403835,IDR,SETTLED,Grosir Rini,grosir.rini@email.com,2023-08-23 14:00:00,2023-08-23 14:02:00,2023-08-24 17:02:00,Y86J-HPXP-XOLF-PI6T
PG169300007919136,OD169300007919136,MERCH_DIST_001,E_WALLET,GOPAY,804000,27355,776645,IDR,SETTLED,Grosir Karno,grosir.karno@mail.com,2023-09-02 23:00:00,2023-09-02 23:05:00,2023-09-03 18:05:00,P5ZL-HAWY-3FU2-A2SW
PG169300006701736,OD169300006701736,MERCH_DIST_001,E_WALLET,LINKAJA,878000,21739,856261,IDR,SETTLED,Agen Sri,agen.sri@mail.com,2023-08-02 22:00:00,2023-08-02 22:01:00,2023-08-03 20:01:00,GOFS-GM12-L98O-I7V0
PG169300006419469,OD169300006419469,MERCH_DIST_001,E_WALLET,DANA,500000,12628,487372,IDR,SETTLED,Kios Novi,kios.novi@gmail.com,2023-08-01 18:00:00,2023-08-01 18:01:00,2023-08-03 05:01:00,L92E-CQEO-L49T-LNV7
PG169300004905680,OD169300004905680,MERCH_DIST_001,QRIS,DANA,408000,8003,399997,IDR,SETTLED,CV Tri,cv.tri@yahoo.com,2023-08-07 21:00:00,2023-08-07 21:01:00,2023-08-09 08:01:00,1KS4-8L22-Y5TJ-BPFL
PG169300003189780,OD169300003189780,MERCH_DIST_001,E_WALLET,SHOPEEPAY,456000,15396,440604,IDR,SETTLED,PT Bambang,pt.bambang@mail.com,2023-08-03 13:00:00,2023-08-03 13:05:00,2023-08-05 01:05:00,YPAP-QTQ2-DV3U-FBPM
PG169300007644440,OD169300007644440,MERCH_DIST_001,E_WALLET,OVO,752000,19795,732205,IDR,SETTLED,Grosir Feri,grosir.feri@yahoo.com,2023-08-29 19:00:00,2023-08-29 19:03:00,2023-08-31 07:03:00,W2JS-TP4V-MFV1-AWGF
PG169300008796050,OD169300008796050,MERCH_DIST_001,QRIS,OVO,144000,4291,139709,IDR,SETTLED,Warung Gita,gita@email.com,2023-08-22 13:00:00,2023-08-22 13:05:00,2023-08-23 18:05:00,MIVC-PHUS-34US-0R3L
PG169300002840238,OD169300002840238,MERCH_DIST_001,E_WALLET,SHOPEEPAY,591000,18254,572746,IDR,SETTLED,PT Riska,pt.riska@email.com,2023-08-25 21:00:00,2023-08-25 21:03:00,2023-08-27 04:03:00,3VE4-97M7-LJYA-WJ1N
PG169300003522720,OD169300003522720,MERCH_DIST_001,E_WALLET,OVO,858000,22907,835093,IDR,SETTLED,UD Eko,ud.eko@email.com,2023-08-05 16:00:00,2023-08-05 16:02:00,2023-08-06 22:02:00,WY2T-NAZO-4YJU-P5HN
PG169300007621376,OD169300007621376,MERCH_DIST_001,QRIS,SHOPEEPAY,834000,13797,820203,IDR,SETTLED,Kios Anto,kios.anto@yahoo.com,2023-09-02 18:00:00,2023-09-02 18:03:00,2023-09-03 15:03:00,XC35-BT8K-1R4T-BBFW
PG169300001439685,OD169300001439685,MERCH_DIST_001,QRIS,LINKAJA,348000,11788,336212,IDR,SETTLED,Grosir Budi,grosir.budi@gmail.com,2023-08-11 23:00:00,2023-08-11 23:04:00,2023-08-13 05:04:00,W8IE-IO1R-KAEC-2NW3
PG169300002063604,OD169300002063604,MERCH_DIST_001,E_WALLET,DANA,526000,11532,514468,IDR,SETTLED,Toko Ratna,ratna@yahoo.com,2023-09-04 12:00:00,2023-09-04 12:05:00,2023-09-05 13:05:00,9JGN-DXB3-SJ11-ZV27
PG169300006299293,OD169300006299293,MERCH_DIST_001,QRIS,OVO,326000,11379,314621,IDR,SETTLED,Depot Sari,depot.sari@mail.com,2023-08-17 19:00:00,2023-08-17 19:03:00,2023-08-18 15:03:00,CXPU-0JYQ-9MGE-9U9X
PG169300006209100,OD169300006209100,MERCH_DIST_001,QRIS,LINKAJA,298000,6280,291720,IDR,SETTLED,Toko Putra,putra@gmail.com,2023-08-14 20:00:00,2023-08-14 20:01:00,2023-08-16 07:01:00,SNR9-MNVX-0XC5-P9R9
PG169300006853006,OD169300006853006,MERCH_DIST_001,E_WALLET,LINKAJA,752000,21285,730715,IDR,SETTLED,PT Dedi,pt.dedi@mail.com,2023-08-17 12:00:00,2023-08-17 12:04:00,2023-08-18 22:04:00,OJ51-7A96-CG0F-IVEN
PG169300001496418,OD169300001496418,MERCH_DIST_001,E_WALLET,SHOPEEPAY,346000,6037,339963,IDR,SETTLED,Kios Cecep,kios.cecep@gmail.com,2023-08-21 13:00:00,2023-08-21 13:04:00,2023-08-22 08:04:00,UA63-GHJX-DPCI-WM2A
PG169300001731051,OD169300001731051,MERCH_DIST_001,E_WALLET,GOPAY,454000,8743,445257,IDR,SETTLED,CV Yudi,cv.yudi@mail.com,2023-08-15 19:00:00,2023-08-15 19:02:00,2023-08-16 16:02:00,JEQ7-NY76-NKZR-H4NB
PG169300001707656,OD169300001707656,MERCH_DIST_001,QRIS,SHOPEEPAY,96000,2748,93252,IDR,SETTLED,Grosir Lisa,grosir.lisa@yahoo.com,2023-09-02 21:00:00,2023-09-02 21:04:00,2023-09-03 14:04:00,JRHI-E4WL-C7Q8-TEXF
PG169300005576610,OD169300005576610,MERCH_DIST_001,QRIS,LINKAJA,549000,11901,537099,IDR,SETTLED,Depot Budi,depot.budi@yahoo.com,2023-08-09 21:00:00,2023-08-09 21:02:00,2023-08-11 01:02:00,65AC-9KUZ-0YIN-B5MQ
PG169300005293758,OD169300005293758,MERCH_DIST_001,E_WALLET,LINKAJA,134000,3565,130435,IDR,SETTLED,CV Rizal,cv.rizal@mail.com,2023-08-21 17:00:00,2023-08-21 17:04:00,2023-08-22 08:04:00,WDP8-SA1G-2Q9V-EJFL
PG169300007852806,OD169300007852806,MERCH_DIST_001,QRIS,GOPAY,345000,10517,334483,IDR,SETTLED,Agen Ratna,agen.ratna@mail.com,2023-08-01 18:00:00,2023-08-01 18:02:00,2023-08-03 01:02:00,V81H-BK1Z-LNTK-2IJX
PG169300006428640,OD169300006428640,MERCH_DIST_001,QRIS,SHOPEEPAY,96000,2211,93789,IDR,SETTLED,PT Indra,pt.indra@gmail.com,2023-08-23 21:00:00,2023-08-23 21:04:00,2023-08-24 19:04:00,ALH5-54A7-T2YI-RE5B
PG169300004744980,OD169300004744980,MERCH_DIST_001,QRIS,LINKAJA,336000,6717,329283,IDR,SETTLED,UD Bambang,ud.bambang@email.com,2023-08-05 17:00:00,2023-08-05 17:03:00,2023-08-06 18:03:00,DTCY-K42P-2OXO-INBM
PG169300003690050,OD169300003690050,MERCH_DIST_001,QRIS,GOPAY,642000,19367,622633,IDR,SETTLED,Grosir Rini,grosir.rini@mail.com,2023-08-21 15:00:00,2023-08-21 15:05:00,2023-08-22 09:05:00,H7FL-21QW-D9LF-VD94
PG169300007080292,OD169300007080292,MERCH_DIST_001,QRIS,GOPAY,270000,7625,262375,IDR,SETTLED,Warung Putra,putra@gmail.com,2023-09-03 15:00:00,2023-09-03 15:01:00,2023-09-04 22:01:00,ZVUP-ZNB4-GX3Z-MCE9
PG169300007402704,OD169300007402704,MERCH_DIST_001,QRIS,GOPAY,570000,18822,551178,IDR,SETTLED,Grosir Indra,grosir.indra@gmail.com,2023-08-15 12:00:00,2023-08-15 12:02:00,2023-08-16 14:02:00,ZEC3-63E1-CCAO-MJF0
PG169300006941539,OD169300006941539,MERCH_DIST_001,QRIS,DANA,16000,310,15690,IDR,SETTLED,Grosir Kiki,grosir.kiki@email.com,2023-08-25 16:00:00,2023-08-25 16:03:00,2023-08-26 14:03:00,C26K-TICA-B1I2-7B1L
PG169300008519394,OD169300008519394,MERCH_DIST_001,E_WALLET,SHOPEEPAY,252000,7072,244928,IDR,SETTLED,Grosir Udin,grosir.udin@mail.com,2023-08-29 16:00:00,2023-08-29 16:03:00,2023-08-30 06:03:00,BW0A-JQHC-WBHP-CF7I
PG169300007244055,OD169300007244055,MERCH_DIST_001,QRIS,LINKAJA,363000,10909,352091,IDR,SETTLED,Agen Ratna,agen.ratna@yahoo.com,2023-08-06 17:00:00,2023-08-06 17:03:00,2023-08-08 04:03:00,RFGY-952A-BH1V-D4U8
PG169300001802688,OD169300001802688,MERCH_DIST_001,E_WALLET,LINKAJA,751000,13236,737764,IDR,SETTLED,CV Susanto,cv.susanto@gmail.com,2023-08-19 14:00:00,2023-08-19 14:01:00,2023-08-20 06:01:00,IXIN-D055-9QNA-QCQ7
PG169300003105879,OD169300003105879,MERCH_DIST_001,E_WALLET,DANA,486000,7674,478326,IDR,SETTLED,Kios Dewi,kios.dewi@mail.com,2023-09-02 15:00:00,2023-09-02 15:03:00,2023-09-03 15:03:00,LB5T-6GH5-1009-00JJ
PG169300004240242,OD169300004240242,MERCH_DIST_001,QRIS,DANA,588000,14501,573499,IDR,SETTLED,Agen Yanto,agen.yanto@gmail.com,2023-08-07 12:00:00,2023-08-07 12:01:00,2023-08-08 16:01:00,BOTV-BCOI-1UQN-FCTB
PG169300008752556,OD169300008752556,MERCH_DIST_001,E_WALLET,DANA,510000,11152,498848,IDR,SETTLED,CV Tono,cv.tono@mail.com,2023-08-31 19:00:00,2023-08-31 19:05:00,2023-09-02 03:05:00,1WP7-8H1U-FAG2-RIKH
PG169300004031440,OD169300004031440,MERCH_DIST_001,QRIS,LINKAJA,542000,18110,523890,IDR,SETTLED,PT Herman,pt.herman@mail.com,2023-08-07 22:00:00,2023-08-07 22:02:00,2023-08-09 00:02:00,ZU1P-DUUA-UI9X-ZTRQ
PG169300004065294,OD169300004065294,MERCH_DIST_001,QRIS,SHOPEEPAY,1216000,19495,1196505,IDR,SETTLED,Grosir Sari,grosir.sari@email.com,2023-08-03 17:00:00,2023-08-03 17:05:00,2023-08-04 22:05:00,GDY7-89DO-6WYC-1W4N
PG169300003234376,OD169300003234376,MERCH_DIST_001,E_WALLET,SHOPEEPAY,468000,11420,456580,IDR,SETTLED,TB Gunawan,tb.gunawan@mail.com,2023-08-14 14:00:00,2023-08-14 14:03:00,2023-08-15 08:03:00,HPYN-XGXC-G095-J0YY
PG169300002999750,OD169300002999750,MERCH_DIST_001,E_WALLET,SHOPEEPAY,354000,12172,341828,IDR,SETTLED,Depot Anto,depot.anto@email.com,2023-08-19 23:00:00,2023-08-19 23:01:00,2023-08-20 15:01:00,8F8D-0Y03-QUKK-EFWP
PG169300008087772,OD169300008087772,MERCH_DIST_001,E_WALLET,SHOPEEPAY,566000,11198,554802,IDR,SETTLED,Agen Anto,agen.anto@email.com,2023-08-22 22:00:00,2023-08-22 22:02:00,2023-08-23 13:02:00,40ID-U0MO-T4JX-J9WA
PG169300003440075,OD169300003440075,MERCH_DIST_001,E_WALLET,LINKAJA,626000,17711,608289,IDR,SETTLED,CV Candra,cv.candra@email.com,2023-08-28 20:00:00,2023-08-28 20:02:00,2023-08-29 18:02:00,SRK7-D0UF-4P62-2C7T
PG169300002008494,OD169300002008494,MERCH_DIST_001,QRIS,GOPAY,360000,11786,348214,IDR,SETTLED,Agen Budi,agen.budi@mail.com,2023-08-22 23:00:00,2023-08-22 23:05:00,2023-08-24 07:05:00,GG7C-7BYS-I9LV-MVUA
PG169300006151572,OD169300006151572,MERCH_DIST_001,QRIS,SHOPEEPAY,212000,5880,206120,IDR,SETTLED,Agen Wawan,agen.wawan@mail.com,2023-08-12 15:00:00,2023-08-12 15:05:00,2023-08-13 06:05:00,XWF3-4HI0-M5AS-QNO3
PG169300003690656,OD169300003690656,MERCH_DIST_001,E_WALLET,GOPAY,42000,874,41126,IDR,SETTLED,UD Nina,ud.nina@mail.com,2023-08-17 12:00:00,2023-08-17 12:01:00,2023-08-18 06:01:00,T7MV-W7YN-K3ES-MJ1P
PG169300003807971,OD169300003807971,MERCH_DIST_001,QRIS,SHOPEEPAY,248000,7644,240356,IDR,SETTLED,Toko Widya,widya@yahoo.com,2023-08-17 17:00:00,2023-08-17 17:04:00,2023-08-18 15:04:00,WWM2-7ZE9-3BM9-XNVV
PG169300007707840,OD169300007707840,MERCH_DIST_001,QRIS,GOPAY,417000,11171,405829,IDR,SETTLED,Toko Nurul,nurul@gmail.com,2023-08-03 14:00:00,2023-08-03 14:05:00,2023-08-04 02:05:00,OM8W-8A78-XV8H-BQUG
PG169300005775924,OD169300005775924,MERCH_DIST_001,E_WALLET,LINKAJA,288000,5043,282957,IDR,SETTLED,Warung Pandu,pandu@yahoo.com,2023-08-29 18:00:00,2023-08-29 18:03:00,2023-08-31 01:03:00,KV74-0YNC-6669-90QD
PG169300006339464,OD169300006339464,MERCH_DIST_001,E_WALLET,LINKAJA,282000,8974,273026,IDR,SETTLED,CV Ahmad,cv.ahmad@yahoo.com,2023-09-04 19:00:00,2023-09-04 19:03:00,2023-09-05 12:03:00,WPE8-UNF3-XK1A-80GU
PG169300004525983,OD169300004525983,MERCH_DIST_001,E_WALLET,GOPAY,556000,9367,546633,IDR,SETTLED,Kios Surya,kios.surya@mail.com,2023-08-13 23:00:00,2023-08-13 23:03:00,2023-08-14 21:03:00,6EJ0-LQ6N-52WX-7BKS
PG169300009131718,OD169300009131718,MERCH_DIST_001,E_WALLET,OVO,304000,9897,294103,IDR,SETTLED,Kios Novi,kios.novi@email.com,2023-09-02 20:00:00,2023-09-02 20:01:00,2023-09-04 06:01:00,QQGV-QDMF-7RZV-4OUI
PG169300007316375,OD169300007316375,MERCH_DIST_001,E_WALLET,SHOPEEPAY,1042000,19308,1022692,IDR,SETTLED,CV Wawan,cv.wawan@mail.com,2023-08-03 16:00:00,2023-08-03 16:01:00,2023-08-04 15:01:00,MRX4-KKUY-IS3R-MIXS
PG169300001854216,OD169300001854216,MERCH_DIST_001,E_WALLET,OVO,1190000,28228,1161772,IDR,SETTLED,Depot Wahyu,depot.wahyu@mail.com,2023-08-27 14:00:00,2023-08-27 14:04:00,2023-08-28 04:04:00,LYL1-WIGZ-C9D7-V96B
PG169300002117620,OD169300002117620,MERCH_DIST_001,QRIS,GOPAY,216000,5161,210839,IDR,SETTLED,UD Candra,ud.candra@gmail.com,2023-08-08 15:00:00,2023-08-08 15:02:00,2023-08-09 11:02:00,0958-JJ2U-O6OE-ML1F
PG169300007513380,OD169300007513380,MERCH_DIST_001,E_WALLET,LINKAJA,211000,6563,204437,IDR,SETTLED,Toko Bambang,bambang@yahoo.com,2023-08-01 12:00:00,2023-08-01 12:04:00,2023-08-02 17:04:00,1AEA-H76I-XGUJ-41A1
PG169300002059227,OD169300002059227,MERCH_DIST_001,E_WALLET,LINKAJA,828000,23663,804337,IDR,SETTLED,Kios Indra,kios.indra@yahoo.com,2023-09-05 20:00:00,2023-09-05 20:01:00,2023-09-07 06:01:00,PDGW-W9SG-A7MX-OK6H
PG169300007433520,OD169300007433520,MERCH_DIST_001,QRIS,LINKAJA,216000,3416,212584,IDR,SETTLED,PT Mega,pt.mega@mail.com,2023-08-03 18:00:00,2023-08-03 18:05:00,2023-08-04 19:05:00,DN41-5NKD-IKKI-IGJF
PG169300002854053,OD169300002854053,MERCH_DIST_001,E_WALLET,DANA,544000,11020,532980,IDR,SETTLED,UD Fitri,ud.fitri@gmail.com,2023-09-02 12:00:00,2023-09-02 12:05:00,2023-09-03 02:05:00,Z9I7-LQCY-DFWQ-3GOB
PG169300002291886,OD169300002291886,MERCH_DIST_001,E_WALLET,SHOPEEPAY,276000,7337,268663,IDR,SETTLED,TB Nurul,tb.nurul@yahoo.com,2023-08-10 19:00:00,2023-08-10 19:04:00,2023-08-11 11:04:00,3YNH-5YTA-6ZOK-COME
PG169300008597331,OD169300008597331,MERCH_DIST_001,QRIS,DANA,161000,4865,156135,IDR,SETTLED,CV Indra,cv.indra@email.com,2023-09-02 20:00:00,2023-09-02 20:04:00,2023-09-04 03:04:00,YIVB-14IW-57O6-4D0A
PG169300002524256,OD169300002524256,MERCH_DIST_001,QRIS,GOPAY,168000,4703,163297,IDR,SETTLED,UD Hendra,ud.hendra@mail.com,2023-09-01 17:00:00,2023-09-01 17:02:00,2023-09-02 09:02:00,PR68-3Z4T-SENU-VPGW
PG169300006007365,OD169300006007365,MERCH_DIST_001,QRIS,DANA,804000,18542,785458,IDR,SETTLED,Agen Lisa,agen.lisa@gmail.com,2023-08-01 18:00:00,2023-08-01 18:03:00,2023-08-02 19:03:00,1UHF-MV2T-7D9S-GO17
PG169300002557038,OD169300002557038,MERCH_DIST_001,QRIS,LINKAJA,561000,17754,543246,IDR,SETTLED,Warung Yanto,yanto@email.com,2023-08-02 14:00:00,2023-08-02 14:03:00,2023-08-03 02:03:00,5P5I-0XUT-K3CG-QC9G
PG169300002859940,OD169300002859940,MERCH_DIST_001,E_WALLET,GOPAY,666000,15633,650367,IDR,SETTLED,TB Asep,tb.asep@mail.com,2023-08-18 22:00:00,2023-08-18 22:05:00,2023-08-19 12:05:00,9ZMI-WKEH-Y16A-3D5Y
PG169300007861764,OD169300007861764,MERCH_DIST_001,E_WALLET,SHOPEEPAY,514000,17453,496547,IDR,SETTLED,TB Wati,tb.wati@email.com,2023-08-05 18:00:00,2023-08-05 18:03:00,2023-08-06 12:03:00,RD1M-VGN7-Q5MU-QKL4
PG169300007777055,OD169300007777055,MERCH_DIST_001,E_WALLET,DANA,672000,10632,661368,IDR,SETTLED,Warung Wati,wati@yahoo.com,2023-08-20 21:00:00,2023-08-20 21:01:00,2023-08-21 22:01:00,SU91-IH45-TCNV-9B4Z
PG169300003925400,OD169300003925400,MERCH_DIST_001,QRIS,OVO,285000,4975,280025,IDR,SETTLED,Warung Dedi,dedi@gmail.com,2023-08-05 15:00:00,2023-08-05 15:02:00,2023-08-06 15:02:00,RPUE-LDMJ-SNBN-EG5M
PG169300007849554,OD169300007849554,MERCH_DIST_001,QRIS,DANA,240000,6510,233490,IDR,SETTLED,Warung Erna,erna@mail.com,2023-08-17 18:00:00,2023-08-17 18:03:00,2023-08-19 01:03:00,7Z4D-RRTI-5Y56-UDXA
PG169300007598864,OD169300007598864,MERCH_DIST_001,QRIS,SHOPEEPAY,908000,24648,883352,IDR,SETTLED,UD Mira,ud.mira@email.com,2023-08-25 15:00:00,2023-08-25 15:03:00,2023-08-26 13:03:00,VGB5-6YLG-LE2G-45O1
PG169300002471129,OD169300002471129,MERCH_DIST_001,E_WALLET,GOPAY,410000,13810,396190,IDR,SETTLED,PT Indra,pt.indra@email.com,2023-08-10 13:00:00,2023-08-10 13:04:00,2023-08-11 22:04:00,K2Y5-HMJS-H4S3-P17R
PG169300005761206,OD169300005761206,MERCH_DIST_001,QRIS,DANA,360000,10559,349441,IDR,SETTLED,Depot Udin,depot.udin@gmail.com,2023-08-27 20:00:00,2023-08-27 20:04:00,2023-08-29 08:04:00,LOCB-MZHR-WL5U-FWT2
PG169300008742070,OD169300008742070,MERCH_DIST_001,E_WALLET,DANA,306000,5610,300390,IDR,SETTLED,Toko Fajar,fajar@yahoo.com,2023-08-19 20:00:00,2023-08-19 20:05:00,2023-08-21 07:05:00,B62L-6TG4-WY7S-KJUR
PG169300002109892,OD169300002109892,MERCH_DIST_001,QRIS,DANA,48000,1146,46854,IDR,SETTLED,UD Sari,ud.sari@yahoo.com,2023-09-03 23:00:00,2023-09-03 23:04:00,2023-09-04 21:04:00,TU0X-S5M7-IDZR-DXJP
PG169300002052765,OD169300002052765,MERCH_DIST_001,E_WALLET,DANA,432000,11367,420633,IDR,SETTLED,Grosir Heri,grosir.heri@yahoo.com,2023-08-03 19:00:00,2023-08-03 19:02:00,2023-08-05 01:02:00,NUJS-FFWN-FPIA-4LX1
PG169300009025318,OD169300009025318,MERCH_DIST_001,QRIS,SHOPEEPAY,539000,13769,525231,IDR,SETTLED,Toko Dedi,dedi@yahoo.com,2023-08-20 14:00:00,2023-08-20 14:02:00,2023-08-22 02:02:00,YDFT-1LC3-KTR7-YL26
PG169300007749679,OD169300007749679,MERCH_DIST_001,QRIS,LINKAJA,600000,9993,590007,IDR,SETTLED,Kios Yudi,kios.yudi@email.com,2023-08-05 12:00:00,2023-08-05 12:05:00,2023-08-06 08:05:00,Q6SK-B7LI-W8BU-09YK
PG169300001294080,OD169300001294080,MERCH_DIST_001,QRIS,OVO,234000,6252,227748,IDR,SETTLED,Agen Sri,agen.sri@gmail.com,2023-08-26 12:00:00,2023-08-26 12:01:00,2023-08-27 01:01:00,I7AH-XWFZ-IAAO-KGPM
PG169300003960281,OD169300003960281,MERCH_DIST_001,E_WALLET,LINKAJA,738000,15792,722208,IDR,SETTLED,Toko Oka,oka@mail.com,2023-08-22 13:00:00,2023-08-22 13:01:00,2023-08-23 06:01:00,NSHA-OSIT-K9PK-L5DF
PG169300000975468,OD169300000975468,MERCH_DIST_001,QRIS,DANA,144000,3700,140300,IDR,SETTLED,Warung Tri,tri@yahoo.com,2023-09-01 15:00:00,2023-09-01 15:05:00,2023-09-02 04:05:00,3V4W-7KP8-J5RP-XPBG
PG169300009389250,OD169300009389250,MERCH_DIST_001,QRIS,GOPAY,414000,9086,404914,IDR,SETTLED,Kios Sri,kios.sri@gmail.com,2023-08-18 20:00:00,2023-08-18 20:01:00,2023-08-20 02:01:00,22KX-TSV3-VFIN-F10N
PG169300006567732,OD169300006567732,MERCH_DIST_001,QRIS,LINKAJA,540000,12700,527300,IDR,SETTLED,Grosir Eko,grosir.eko@gmail.com,2023-08-12 23:00:00,2023-08-12 23:03:00,2023-08-14 11:03:00,MNH7-EJCO-IX5R-X7EV
PG169300008874140,OD169300008874140,MERCH_DIST_001,QRIS,OVO,32000,702,31298,IDR,SETTLED,CV Galang,cv.galang@mail.com,2023-08-02 12:00:00,2023-08-02 12:05:00,2023-08-03 20:05:00,J4YJ-0F69-JQKP-XXWX
PG169300004444566,OD169300004444566,MERCH_DIST_001,E_WALLET,LINKAJA,144000,3383,140617,IDR,SETTLED,TB Dedi,tb.dedi@gmail.com,2023-08-10 16:00:00,2023-08-10 16:02:00,2023-08-11 08:02:00,BLTS-YYQJ-9D3E-JDRZ
PG169300002657316,OD169300002657316,MERCH_DIST_001,QRIS,LINKAJA,314000,5176,308824,IDR,SETTLED,PT Karno,pt.karno@email.com,2023-08-19 17:00:00,2023-08-19 17:01:00,2023-08-20 10:01:00,MD54-YQ63-K3T7-MUAD
PG169300006987992,OD169300006987992,MERCH_DIST_001,E_WALLET,LINKAJA,938000,20136,917864,IDR,SETTLED,TB Oka,tb.oka@mail.com,2023-09-01 13:00:00,2023-09-01 13:05:00,2023-09-02 12:05:00,J8H7-GHJO-Q6WP-XWWV
PG169300005598882,OD169300005598882,MERCH_DIST_001,E_WALLET,OVO,303000,7348,295652,IDR,SETTLED,TB Widya,tb.widya@gmail.com,2023-09-01 15:00:00,2023-09-01 15:04:00,2023-09-02 15:04:00,RK3I-F49M-838E-TN7E
PG169300006709490,OD169300006709490,MERCH_DIST_001,E_WALLET,LINKAJA,596000,17121,578879,IDR,SETTLED,TB Tina,tb.tina@mail.com,2023-08-21 14:00:00,2023-08-21 14:03:00,2023-08-22 19:03:00,1TP0-QE2Z-2STJ-0TK1
PG169300008479743,OD169300008479743,MERCH_DIST_001,QRIS,LINKAJA,144000,3321,140679,IDR,SETTLED,Toko Karno,karno@email.com,2023-09-03 17:00:00,2023-09-03 17:03:00,2023-09-04 12:03:00,VVBA-TJYM-R7O2-QTLH
PG169300004282632,OD169300004282632,MERCH_DIST_001,QRIS,DANA,648000,15411,632589,IDR,SETTLED,CV Fitri,cv.fitri@mail.com,2023-08-30 22:00:00,2023-08-30 22:04:00,2023-08-31 14:04:00,VPI8-KE5Y-6OH0-4M0J
PG169300002546341,OD169300002546341,MERCH_DIST_001,QRIS,GOPAY,84000,1738,82262,IDR,SETTLED,Grosir Indra,grosir.indra@email.com,2023-08-14 16:00:00,2023-08-14 16:01:00,2023-08-15 21:01:00,MM11-MD00-UKX4-AMO7
PG169300002869404,OD169300002869404,MERCH_DIST_001,E_WALLET,OVO,231000,6593,224407,IDR,SETTLED,Grosir Lina,grosir.lina@gmail.com,2023-08-07 19:00:00,2023-08-07 19:02:00,2023-08-08 10:02:00,PUEJ-CZ44-7ZJG-ID0D
PG169300005577000,OD169300005577000,MERCH_DIST_001,E_WALLET,LINKAJA,192000,3348,188652,IDR,SETTLED,PT Qomar,pt.qomar@yahoo.com,2023-08-14 18:00:00,2023-08-14 18:02:00,2023-08-15 06:02:00,60FY-GVCZ-UEFC-VUAK
